user_id,company_name,signup_date,plan,monthly_fee,customer_status,last_login,total_revenue_generated,ticket_id,issue_type,priority,submission_date,resolution_date,ticket_status,feedback_score,ticket_resolution_time
1629,Fleming-Klein,2023-09-11,Enterprise,199,Canceled,2023-09-26,597,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1630,Hampton-Davis,2023-09-05,Professional,97,Canceled,2024-10-19,485,713,Technical Issue,Low,2024-12-19,,Open,0.0,0.0
1631,"Nguyen, Murray and Baldwin",2024-08-16,Enterprise,199,Canceled,2024-09-12,1393,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1632,"Gonzalez, Carr and Zimmerman",2024-12-27,Starter,47,Active,2025-01-10,94,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1633,"Henderson, Choi and Stanley",2023-11-11,Professional,97,Canceled,2024-12-17,1067,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1634,"Carter, Brooks and Herrera",2024-03-13,Starter,47,Active,2025-01-10,987,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1635,Chase-Vega,2023-08-22,Enterprise,199,Canceled,2024-12-13,398,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1636,"Hensley, Brooks and Cooke",2023-10-16,Starter,47,Active,2024-01-16,846,72,Billing Query,Low,2024-12-21,2024-12-29,In Progress,0.0,8.0
1637,Morgan-Hall,2025-01-14,Professional,97,Canceled,2025-01-18,485,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1638,Arnold Ltd,2024-12-15,Professional,97,Active,2025-01-22,388,273,Feature Request,Low,2024-06-09,2024-06-25,Resolved,4.0,16.0
1639,Cole PLC,2023-06-12,Enterprise,199,Active,2024-06-29,199,14,Technical Issue,Medium,2025-01-22,2025-02-08,In Progress,0.0,17.0
1639,Cole PLC,2023-06-12,Enterprise,199,Active,2024-06-29,199,216,Other,Medium,2025-01-13,2025-01-22,In Progress,0.0,9.0
1639,Cole PLC,2023-06-12,Enterprise,199,Active,2024-06-29,199,518,Technical Issue,High,2024-07-29,2024-08-14,Resolved,1.0,16.0
1640,Garcia Group,2023-12-17,Enterprise,199,Active,2024-03-18,3582,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1641,"Miller, Anderson and Hill",2024-09-12,Starter,47,Active,2024-10-15,470,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1642,Andrews LLC,2024-08-04,Professional,97,Canceled,2024-09-15,776,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1643,Morris-Bell,2023-07-20,Enterprise,199,Canceled,2024-10-13,199,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1644,"Keller, Wilson and Reyes",2024-01-16,Starter,47,Canceled,2024-12-28,141,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1645,Cruz-Jones,2024-06-09,Professional,97,Canceled,2024-06-30,679,884,Login Issues,Low,2024-09-25,2024-10-25,In Progress,0.0,30.0
1646,"Reese, Wolf and Garcia",2023-03-12,Professional,97,Active,2023-07-27,776,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1647,Kidd Inc,2024-03-03,Starter,47,Canceled,2024-06-14,282,548,Billing Query,Low,2024-06-10,,Open,0.0,0.0
1647,Kidd Inc,2024-03-03,Starter,47,Canceled,2024-06-14,282,678,Login Issues,Low,2024-12-08,2024-12-22,In Progress,0.0,14.0
1648,Mullins-Ortiz,2024-09-29,Starter,47,Active,2024-11-04,940,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1649,Gonzalez Inc,2024-05-07,Starter,47,Active,2024-11-30,1128,918,Other,Low,2024-08-08,2024-09-05,In Progress,0.0,28.0
1650,"Robinson, Fisher and Hester",2024-04-02,Enterprise,199,Active,2024-04-16,4179,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1651,Le-Jones,2025-01-10,Starter,47,Active,2025-01-26,893,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1652,"Wilkinson, Khan and Weiss",2023-09-19,Starter,47,Canceled,2024-07-03,188,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1653,"Murphy, Ortiz and Todd",2024-11-29,Professional,97,Active,2024-12-07,1746,928,Technical Issue,Low,2024-04-24,2024-05-16,Resolved,5.0,22.0
1654,"Mckenzie, Davis and Alvarado",2023-11-11,Starter,47,Canceled,2023-12-04,47,530,Other,High,2024-10-08,2024-10-25,Resolved,2.0,17.0
1654,"Mckenzie, Davis and Alvarado",2023-11-11,Starter,47,Canceled,2023-12-04,47,726,Other,High,2024-07-19,2024-08-17,In Progress,0.0,29.0
1655,Ward Ltd,2024-10-03,Professional,97,Canceled,2024-12-21,776,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1656,Singleton Ltd,2024-01-25,Starter,47,Active,2024-03-05,47,205,Feature Request,High,2024-08-14,2024-08-19,Resolved,2.0,5.0
1657,Lopez Ltd,2023-04-04,Enterprise,199,Canceled,2024-10-08,995,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1658,"Johnson, Hanson and Greer",2024-05-04,Professional,97,Canceled,2024-09-29,97,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1659,Walker-Bryan,2024-02-27,Enterprise,199,Active,2024-04-19,4776,69,Feature Request,Medium,2024-08-08,2024-08-12,In Progress,0.0,4.0
1660,Cox-Sanchez,2024-06-01,Starter,47,Active,2024-11-04,517,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1661,Williams-Estrada,2024-10-04,Starter,47,Active,2024-10-11,940,491,Login Issues,High,2024-04-30,2024-05-15,Resolved,3.0,15.0
1662,Vega PLC,2023-08-08,Professional,97,Active,2025-01-25,970,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1663,Ramirez and Sons,2025-02-02,Enterprise,199,Canceled,2025-02-02,1393,635,Feature Request,Low,2024-06-02,2024-06-30,In Progress,0.0,28.0
1664,"Banks, Bradford and Smith",2024-10-09,Professional,97,Active,2024-11-16,776,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1665,"Frank, Gonzales and Cummings",2024-05-14,Starter,47,Canceled,2024-12-02,47,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1666,"Orozco, Davis and Landry",2023-02-18,Starter,47,Canceled,2024-05-03,517,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1667,Brown-Young,2023-09-28,Enterprise,199,Active,2024-05-15,1194,765,Technical Issue,Low,2024-02-12,,Open,0.0,0.0
1668,Torres and Sons,2023-03-11,Enterprise,199,Active,2025-01-26,3184,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1669,Sanchez Group,2023-10-21,Starter,47,Active,2024-07-03,94,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1670,"Davis, Russell and Parker",2023-10-01,Professional,97,Canceled,2024-07-07,291,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1671,"Dixon, Baker and Johnson",2024-05-04,Enterprise,199,Active,2024-08-01,2388,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1672,"Burke, Henderson and Morales",2024-11-08,Professional,97,Active,2024-12-16,970,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1673,Bishop-Williams,2023-11-30,Enterprise,199,Canceled,2024-03-08,398,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1674,"Silva, Jones and Sullivan",2024-04-13,Enterprise,199,Canceled,2025-01-20,1791,348,Technical Issue,High,2024-08-23,,Open,0.0,0.0
1674,"Silva, Jones and Sullivan",2024-04-13,Enterprise,199,Canceled,2025-01-20,1791,545,Billing Query,Medium,2025-01-14,2025-01-31,Resolved,5.0,17.0
1675,Coffey Inc,2024-10-11,Starter,47,Canceled,2024-10-17,282,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1676,Scott Group,2024-09-21,Starter,47,Canceled,2024-11-05,423,232,Other,Medium,2024-07-24,,Open,0.0,0.0
1677,Gamble-Chan,2024-03-10,Starter,47,Active,2024-11-03,188,405,Billing Query,Medium,2025-01-29,2025-02-23,In Progress,0.0,25.0
1678,Rasmussen-Marshall,2023-04-19,Enterprise,199,Active,2024-12-04,2189,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1679,Patel and Sons,2023-05-15,Starter,47,Canceled,2023-09-23,282,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1680,Lindsey Ltd,2024-04-01,Enterprise,199,Active,2024-12-19,4776,525,Login Issues,Low,2024-12-08,2024-12-28,In Progress,0.0,20.0
1681,Blevins-Obrien,2024-06-24,Enterprise,199,Active,2024-10-02,3582,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1682,Martin and Sons,2024-06-19,Professional,97,Active,2024-11-24,970,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1683,Chan PLC,2024-09-22,Enterprise,199,Active,2025-01-08,796,195,Login Issues,High,2024-11-15,2024-11-27,In Progress,0.0,12.0
1684,"Sanchez, Waller and Gray",2023-10-04,Professional,97,Canceled,2024-08-03,97,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1685,Bishop LLC,2023-07-05,Starter,47,Active,2024-04-12,940,882,Billing Query,Low,2024-08-14,,Open,0.0,0.0
1686,"Rangel, Scott and Perez",2024-01-27,Professional,97,Canceled,2024-12-07,582,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1687,Wolfe LLC,2023-04-21,Enterprise,199,Canceled,2023-08-28,1791,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1688,"Williams, Maldonado and Anderson",2023-11-12,Professional,97,Canceled,2024-04-07,970,717,Other,Medium,2024-02-05,2024-02-12,Resolved,2.0,7.0
1689,"Obrien, Stone and Brown",2023-09-03,Professional,97,Canceled,2023-11-03,97,335,Feature Request,High,2024-02-09,,Open,0.0,0.0
1689,"Obrien, Stone and Brown",2023-09-03,Professional,97,Canceled,2023-11-03,97,745,Login Issues,Medium,2024-08-18,2024-09-03,Resolved,1.0,16.0
1690,"Lopez, Chavez and Dodson",2024-12-18,Starter,47,Canceled,2024-12-25,141,316,Technical Issue,Medium,2024-05-01,,Open,0.0,0.0
1690,"Lopez, Chavez and Dodson",2024-12-18,Starter,47,Canceled,2024-12-25,141,656,Billing Query,High,2024-12-09,2024-12-18,Resolved,1.0,9.0
1690,"Lopez, Chavez and Dodson",2024-12-18,Starter,47,Canceled,2024-12-25,141,831,Feature Request,Low,2024-04-24,,Open,0.0,0.0
1691,"Mclaughlin, Wilson and Brown",2023-09-07,Professional,97,Canceled,2024-09-29,485,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1692,Alvarez-Brown,2024-01-31,Starter,47,Canceled,2024-04-01,47,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1693,Johnson Group,2024-03-30,Enterprise,199,Active,2024-06-29,4378,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1694,"Brady, Cannon and Lopez",2023-03-19,Enterprise,199,Canceled,2023-08-08,2189,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1695,Sanders-Smith,2024-08-02,Enterprise,199,Canceled,2024-08-05,995,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1696,Allen LLC,2025-01-12,Professional,97,Canceled,2025-01-16,776,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1697,Frazier and Sons,2023-11-13,Starter,47,Active,2024-04-29,470,957,Billing Query,Low,2024-12-30,2025-01-15,In Progress,0.0,16.0
1698,David-Davis,2023-08-29,Enterprise,199,Canceled,2024-01-14,2388,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1699,Turner-Keller,2024-03-29,Enterprise,199,Canceled,2024-10-27,199,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1700,"Walker, Martinez and Munoz",2023-11-19,Professional,97,Active,2024-06-27,2328,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1701,"Lane, White and West",2023-04-06,Enterprise,199,Canceled,2025-01-08,1194,777,Technical Issue,Medium,2024-07-08,2024-07-19,In Progress,0.0,11.0
1702,Valdez Ltd,2023-11-29,Starter,47,Canceled,2024-09-29,564,54,Other,High,2024-03-19,2024-03-24,In Progress,0.0,5.0
1702,Valdez Ltd,2023-11-29,Starter,47,Canceled,2024-09-29,564,278,Billing Query,Low,2025-01-19,,Open,0.0,0.0
1703,Allen and Sons,2024-09-04,Starter,47,Active,2025-01-14,188,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1704,Murray Group,2023-09-22,Professional,97,Canceled,2024-12-06,291,383,Other,Low,2024-07-15,2024-08-07,Resolved,2.0,23.0
1705,"Allen, Newton and Garcia",2023-12-13,Professional,97,Active,2024-07-10,1649,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1706,Garner-Wright,2023-02-21,Professional,97,Active,2024-02-08,1746,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1707,Hernandez Group,2023-08-01,Professional,97,Active,2025-02-02,1358,407,Other,High,2024-11-21,2024-12-11,In Progress,0.0,20.0
1708,"Smith, Miller and Perez",2023-04-16,Professional,97,Active,2025-01-19,1746,452,Other,High,2024-08-09,,Open,0.0,0.0
1709,Smith-Moody,2024-07-04,Enterprise,199,Canceled,2024-08-05,995,740,Technical Issue,Medium,2024-03-06,,Open,0.0,0.0
1710,Padilla-Crawford,2023-09-12,Starter,47,Active,2024-11-23,987,496,Billing Query,Medium,2025-01-06,2025-01-09,In Progress,0.0,3.0
1710,Padilla-Crawford,2023-09-12,Starter,47,Active,2024-11-23,987,936,Login Issues,High,2024-06-23,2024-06-27,Resolved,2.0,4.0
1711,"Coleman, Atkins and Bush",2023-07-27,Professional,97,Active,2024-04-29,679,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1712,Mendoza LLC,2023-11-13,Starter,47,Active,2024-07-13,1034,29,Other,Medium,2024-08-29,2024-09-13,Resolved,2.0,15.0
1713,Dixon-Green,2024-01-26,Starter,47,Active,2024-11-14,799,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1714,Bray and Sons,2024-02-04,Enterprise,199,Active,2024-03-23,2388,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1715,Scott-Goodman,2024-08-02,Professional,97,Canceled,2024-11-14,970,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1716,Roth Ltd,2025-01-23,Starter,47,Canceled,2025-01-26,282,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1717,Aguilar-Hodge,2024-11-29,Professional,97,Active,2024-12-26,291,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1718,Yang-Patterson,2023-09-11,Starter,47,Active,2025-02-02,611,843,Technical Issue,High,2024-08-29,2024-09-25,In Progress,0.0,27.0
1719,"Hill, Burnett and Woods",2024-08-22,Enterprise,199,Canceled,2024-10-17,1393,639,Billing Query,High,2024-11-13,2024-11-27,In Progress,0.0,14.0
1719,"Hill, Burnett and Woods",2024-08-22,Enterprise,199,Canceled,2024-10-17,1393,782,Feature Request,Low,2024-10-15,2024-10-30,In Progress,0.0,15.0
1720,Daniels-Welch,2023-10-16,Enterprise,199,Active,2024-12-24,2985,104,Feature Request,Low,2024-09-07,2024-09-12,In Progress,0.0,5.0
1721,Bass-Marshall,2024-12-24,Starter,47,Canceled,2025-01-04,141,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1722,"Armstrong, Brown and Gray",2024-10-19,Enterprise,199,Canceled,2024-10-26,995,756,Technical Issue,Low,2024-03-04,,Open,0.0,0.0
1723,"Hunter, Griffin and Walker",2024-06-02,Enterprise,199,Active,2024-09-09,2587,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1724,West PLC,2024-08-15,Enterprise,199,Active,2024-11-25,3184,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1725,Wyatt-Chang,2025-01-06,Starter,47,Active,2025-01-16,1128,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1726,James PLC,2024-01-20,Starter,47,Active,2024-06-02,1034,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1727,Jordan-Thompson,2024-02-12,Starter,47,Active,2025-01-07,564,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1728,Brown-Avery,2024-11-18,Starter,47,Canceled,2025-01-09,564,196,Technical Issue,High,2024-10-14,2024-10-29,In Progress,0.0,15.0
1729,Castillo Inc,2024-01-28,Professional,97,Canceled,2024-07-09,776,463,Billing Query,Low,2024-10-10,,Open,0.0,0.0
1730,Brooks-Miller,2024-06-03,Professional,97,Canceled,2024-08-14,1067,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1731,Garcia Inc,2023-05-04,Starter,47,Canceled,2023-09-19,376,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1732,Knapp Ltd,2023-03-12,Starter,47,Canceled,2024-09-09,188,993,Other,High,2024-08-18,2024-09-17,In Progress,0.0,30.0
1733,"Hines, Kelly and Warren",2024-09-15,Starter,47,Canceled,2024-12-17,47,252,Technical Issue,High,2024-03-19,,Open,0.0,0.0
1733,"Hines, Kelly and Warren",2024-09-15,Starter,47,Canceled,2024-12-17,47,492,Login Issues,Medium,2024-07-03,2024-07-30,Resolved,2.0,27.0
1734,Wilson-Martin,2023-05-11,Enterprise,199,Canceled,2024-07-16,1791,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1735,Keller PLC,2024-09-30,Starter,47,Active,2024-12-06,893,597,Other,Medium,2024-07-19,2024-07-25,Resolved,2.0,6.0
1736,Terry-Jones,2023-11-29,Starter,47,Active,2024-01-25,1128,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1737,Hurst-Jones,2023-11-26,Professional,97,Canceled,2024-08-25,776,718,Other,Medium,2024-03-23,2024-04-09,Resolved,4.0,17.0
1738,"Wright, Ortiz and King",2024-05-30,Starter,47,Canceled,2024-07-29,329,391,Login Issues,Low,2024-10-17,2024-11-16,In Progress,0.0,30.0
1739,Perry-Smith,2024-04-07,Enterprise,199,Canceled,2024-10-10,1194,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1740,Lutz Ltd,2023-03-15,Professional,97,Active,2023-04-13,485,636,Other,Medium,2024-10-22,2024-11-07,Resolved,4.0,16.0
1741,Chapman Group,2023-03-24,Enterprise,199,Canceled,2023-10-04,597,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1742,Cherry-Weber,2024-10-17,Professional,97,Active,2024-11-10,1552,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1743,Allen-Valdez,2024-08-18,Starter,47,Canceled,2024-10-26,517,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1744,"Hernandez, Torres and Oconnor",2023-04-24,Starter,47,Active,2024-04-16,470,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1745,Chandler and Sons,2023-06-17,Professional,97,Active,2024-07-03,97,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1746,Gonzalez-Morton,2023-09-27,Starter,47,Canceled,2024-04-01,423,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1747,"Ramirez, Mendoza and Walker",2023-02-09,Enterprise,199,Active,2024-09-27,4776,145,Other,Low,2025-01-31,2025-02-27,In Progress,0.0,27.0
1747,"Ramirez, Mendoza and Walker",2023-02-09,Enterprise,199,Active,2024-09-27,4776,297,Login Issues,High,2024-08-15,,Open,0.0,0.0
1747,"Ramirez, Mendoza and Walker",2023-02-09,Enterprise,199,Active,2024-09-27,4776,862,Login Issues,Medium,2024-02-13,,Open,0.0,0.0
1748,Torres and Sons,2024-05-22,Starter,47,Canceled,2024-09-02,94,402,Feature Request,Low,2024-12-08,2025-01-04,Resolved,3.0,27.0
1749,"Robinson, Sherman and Peterson",2024-07-22,Professional,97,Active,2024-11-12,2231,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1750,Gonzalez-Stewart,2023-12-04,Starter,47,Active,2024-05-26,1081,808,Technical Issue,Low,2025-01-04,2025-01-13,In Progress,0.0,9.0
1751,Webb-Ward,2024-01-31,Professional,97,Active,2024-06-17,1940,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1752,Rogers Group,2024-09-28,Enterprise,199,Active,2024-12-10,2388,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1753,Campos-Rocha,2023-04-23,Enterprise,199,Canceled,2024-01-13,398,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1754,"Fuller, Cardenas and Larson",2023-09-24,Professional,97,Active,2024-03-28,2231,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1755,"Smith, Webb and Werner",2023-08-23,Enterprise,199,Active,2024-07-05,4776,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1756,Daniel PLC,2024-09-02,Professional,97,Active,2024-11-02,679,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1757,"Alexander, Obrien and Jones",2024-07-01,Enterprise,199,Canceled,2024-12-14,1592,127,Feature Request,Low,2024-08-02,2024-08-15,Resolved,3.0,13.0
1758,Jones-Parks,2024-09-07,Starter,47,Active,2024-12-06,846,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1759,Powell-Higgins,2024-04-01,Enterprise,199,Canceled,2024-06-26,2388,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1760,"Miranda, Silva and Smith",2024-03-19,Professional,97,Active,2025-01-27,1358,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1761,"Colon, Sutton and Diaz",2025-01-06,Enterprise,199,Canceled,2025-01-06,796,679,Other,High,2024-10-24,2024-11-16,Resolved,2.0,23.0
1762,"Wright, Contreras and Collins",2023-10-31,Professional,97,Active,2024-10-22,679,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1763,Rice LLC,2024-01-22,Professional,97,Active,2024-09-18,1067,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1764,"Turner, Lucas and Jones",2023-03-16,Enterprise,199,Canceled,2024-08-31,2388,171,Login Issues,Low,2024-05-05,2024-05-31,Resolved,2.0,26.0
1765,Mcmillan-Carter,2023-10-10,Starter,47,Active,2024-03-16,705,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1766,"Burgess, Turner and Bowers",2023-05-25,Enterprise,199,Canceled,2024-08-11,597,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1767,"Green, Fisher and Cole",2024-04-24,Professional,97,Canceled,2024-09-01,679,22,Login Issues,Medium,2024-11-30,2024-12-14,In Progress,0.0,14.0
1767,"Green, Fisher and Cole",2024-04-24,Professional,97,Canceled,2024-09-01,679,260,Billing Query,Low,2024-11-13,,Open,0.0,0.0
1767,"Green, Fisher and Cole",2024-04-24,Professional,97,Canceled,2024-09-01,679,549,Technical Issue,Medium,2024-03-28,2024-04-01,Resolved,5.0,4.0
1768,Patrick Group,2025-01-11,Professional,97,Canceled,2025-01-31,485,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1769,Williamson-Wilson,2024-03-30,Professional,97,Active,2024-11-22,679,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1770,Moore Ltd,2023-11-25,Professional,97,Active,2023-12-04,2134,357,Login Issues,Low,2024-12-10,,Open,0.0,0.0
1771,Cline Group,2025-01-30,Professional,97,Active,2025-01-31,194,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1772,Harris Inc,2024-09-27,Professional,97,Canceled,2025-01-20,1067,888,Billing Query,High,2024-02-26,,Open,0.0,0.0
1773,Peck-Rogers,2023-11-05,Starter,47,Active,2024-03-28,141,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1774,"Hunter, George and Johnson",2025-01-11,Starter,47,Canceled,2025-01-14,470,10,Login Issues,Medium,2024-07-28,2024-08-12,In Progress,0.0,15.0
1775,Gibson PLC,2023-12-28,Professional,97,Canceled,2024-11-11,291,448,Technical Issue,High,2024-02-26,,Open,0.0,0.0
1776,Lynch-Erickson,2024-03-11,Starter,47,Canceled,2024-06-27,470,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1777,Berry Inc,2024-02-23,Professional,97,Active,2024-09-18,2328,823,Login Issues,Low,2025-01-20,2025-02-08,Resolved,2.0,19.0
1778,Hughes-Wright,2023-07-12,Starter,47,Canceled,2024-11-27,517,649,Other,Low,2024-10-07,2024-10-29,Resolved,2.0,22.0
1779,Watson-White,2024-05-13,Professional,97,Active,2024-10-13,873,162,Billing Query,High,2024-05-22,2024-06-04,Resolved,3.0,13.0
1779,Watson-White,2024-05-13,Professional,97,Active,2024-10-13,873,225,Other,Medium,2024-07-25,,Open,0.0,0.0
1780,Barrera-Mathis,2024-12-19,Enterprise,199,Canceled,2024-12-22,1194,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1781,Wells Inc,2023-09-03,Enterprise,199,Canceled,2023-09-18,2388,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1782,"Patterson, Vasquez and Johnson",2024-04-29,Starter,47,Active,2024-10-31,376,457,Other,Medium,2024-11-16,,Open,0.0,0.0
1783,"Mendez, Griffin and Michael",2023-11-24,Enterprise,199,Active,2025-01-28,4378,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1784,"Davis, Carter and Wilkins",2024-07-09,Professional,97,Active,2024-09-28,1649,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1785,"Boyer, Carpenter and Evans",2024-06-06,Starter,47,Active,2024-07-08,893,601,Technical Issue,High,2024-02-26,2024-02-29,Resolved,3.0,3.0
1786,"Perez, Young and Porter",2024-09-07,Professional,97,Active,2024-12-17,1455,157,Technical Issue,High,2024-04-21,2024-05-07,Resolved,3.0,16.0
1787,"Jones, Osborne and Greene",2024-03-09,Starter,47,Canceled,2025-01-24,188,599,Technical Issue,Medium,2024-12-22,2024-12-27,Resolved,5.0,5.0
1788,"Ponce, Donovan and Brooks",2024-06-23,Starter,47,Canceled,2024-07-04,141,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1789,Evans Inc,2024-06-09,Enterprise,199,Active,2024-12-23,2985,606,Billing Query,Medium,2024-05-26,2024-06-25,In Progress,0.0,30.0
1790,"Humphrey, Vazquez and Burch",2024-10-30,Starter,47,Active,2024-12-25,188,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1791,Reese-Edwards,2024-04-10,Enterprise,199,Active,2024-06-12,1791,0,No Support Ticket,No Support Ticket,,,No Support Ticket,0.0,0.0
1792,Taylor Inc,2024-09-04,Starter,47,Canceled,2024-12-21,564,852,Technical Issue,Medium,2024-10-03,2024-10-08,In Progress,0.0,5.0
